OID_,FID_grids,treecover2,x,y,ID,ORIG_FID,climate,biomes1,biomes2,NEP,CC
67,466,1,87.5000000,27.5000000,81,80,1,-9999,6,311.0000000,0.1500000
77,504,1,89.5000000,27.5000000,96,95,1,-9999,6,311.0000000,0.1500000
105,587,1,93.5000000,28.5000000,127,126,14,-9999,6,311.0000000,0.1500000
108,590,1,93.5000000,31.5000000,130,129,1,-9999,6,311.0000000,0.1500000
112,613,1,94.5000000,28.5000000,134,133,27,-9999,6,311.0000000,0.1500000
113,614,1,94.5000000,29.5000000,135,134,14,-9999,6,311.0000000,0.1500000
114,615,1,94.5000000,30.5000000,136,135,14,-9999,6,311.0000000,0.1500000
119,638,1,95.5000000,29.5000000,141,140,8,-9999,6,311.0000000,0.1500000
120,639,1,95.5000000,30.5000000,142,141,1,-9999,6,311.0000000,0.1500000
121,640,1,95.5000000,31.5000000,143,142,1,-9999,6,311.0000000,0.1500000
125,661,1,96.5000000,29.5000000,147,146,1,8,4,311.0000000,0.1500000
135,689,1,97.5000000,30.5000000,157,156,1,-9999,6,311.0000000,0.1500000
141,711,1,98.5000000,26.5000000,163,162,27,-9999,6,311.0000000,0.1500000
142,712,1,98.5000000,27.5000000,164,163,27,-9999,6,311.0000000,0.1500000
143,713,1,98.5000000,28.5000000,165,164,27,-9999,6,311.0000000,0.1500000
144,714,1,98.5000000,29.5000000,166,165,27,-9999,6,311.0000000,0.1500000
146,716,1,98.5000000,31.5000000,168,167,14,-9999,6,311.0000000,0.1500000
155,738,1,99.5000000,26.5000000,177,176,27,-9999,6,311.0000000,0.1500000
156,739,1,99.5000000,27.5000000,178,177,27,-9999,6,311.0000000,0.1500000
157,740,1,99.5000000,28.5000000,179,178,1,-9999,6,311.0000000,0.1500000
158,741,1,99.5000000,29.5000000,180,179,14,-9999,6,311.0000000,0.1500000
171,768,1,100.5000000,27.5000000,193,192,1,-9999,6,311.0000000,0.1500000
174,771,1,100.5000000,30.5000000,196,195,14,-9999,6,311.0000000,0.1500000
188,800,1,101.5000000,28.5000000,210,209,28,-9999,6,311.0000000,0.1500000
189,801,1,101.5000000,29.5000000,211,210,14,-9999,6,311.0000000,0.1500000
192,804,1,101.5000000,32.5000000,214,213,14,-9999,6,311.0000000,0.1500000
296,1006,1,108.5000000,18.5000000,318,317,3,-9999,-9999,403.0000000,0.1500000
297,1007,1,108.5000000,19.5000000,319,318,3,-9999,-9999,403.0000000,0.1500000
298,1008,1,108.5000000,21.5000000,320,319,24,-9999,-9999,403.0000000,0.1500000
319,1038,1,109.5000000,20.5000000,341,340,3,-9999,-9999,403.0000000,0.1500000
320,1039,1,109.5000000,21.5000000,342,341,24,-9999,-9999,403.0000000,0.1500000
340,1067,1,110.5000000,18.5000000,362,361,3,-9999,-9999,403.0000000,0.1500000
342,1069,1,110.5000000,20.5000000,364,363,30,-9999,-9999,403.0000000,0.1500000
362,1098,1,111.5000000,21.5000000,384,383,24,-9999,-9999,403.0000000,0.1500000
383,1126,1,112.5000000,21.5000000,405,404,3,-9999,-9999,403.0000000,0.1500000
404,1154,1,113.5000000,21.5000000,426,425,3,-9999,-9999,403.0000000,0.1500000
424,1181,1,114.5000000,21.5000000,446,445,3,-9999,-9999,403.0000000,0.1500000
425,1182,1,114.5000000,22.5000000,447,446,24,-9999,-9999,403.0000000,0.1500000
445,1208,1,115.5000000,22.5000000,467,466,3,-9999,-9999,403.0000000,0.1500000
465,1234,1,116.5000000,22.5000000,487,486,3,-9999,-9999,403.0000000,0.1500000
487,1261,1,117.5000000,23.5000000,509,508,3,-9999,-9999,403.0000000,0.1500000
509,1290,1,118.5000000,24.5000000,533,532,22,-9999,-9999,403.0000000,0.1500000
531,1322,1,119.5000000,24.5000000,557,556,3,-9999,-9999,403.0000000,0.1500000
554,1358,1,120.5000000,24.5000000,585,584,3,-9999,-9999,403.0000000,0.1500000
574,1394,1,121.5000000,23.5000000,612,611,22,-9999,-9999,403.0000000,0.1500000
576,1396,1,121.5000000,25.5000000,614,613,3,-9999,-9999,403.0000000,0.1500000
661,1356,1,120.5000000,22.5000000,759,758,3,-9999,-9999,403.0000000,0.1500000
179,776,1,100.5000000,38.5000000,201,200,14,-9999,6,354.0000000,0.1500000
180,777,1,100.5000000,39.5000000,202,201,19,-9999,-9999,354.0000000,0.1500000
196,808,1,101.5000000,38.5000000,218,217,8,-9999,-9999,354.0000000,0.1500000
204,832,1,102.5000000,29.5000000,226,225,24,-9999,6,354.0000000,0.1500000
210,838,1,102.5000000,35.5000000,232,231,1,-9999,6,354.0000000,0.1500000
219,863,1,103.5000000,28.5000000,241,240,27,-9999,6,354.0000000,0.1500000
220,864,1,103.5000000,29.5000000,242,241,24,-9999,6,354.0000000,0.1500000
222,866,1,103.5000000,31.5000000,244,243,24,-9999,6,354.0000000,0.1500000
223,867,1,103.5000000,32.5000000,245,244,27,-9999,6,354.0000000,0.1500000
225,869,1,103.5000000,34.5000000,247,246,15,-9999,6,354.0000000,0.1500000
228,872,1,103.5000000,37.5000000,250,249,8,-9999,-9999,354.0000000,0.1500000
240,900,1,104.5000000,33.5000000,262,261,27,-9999,6,354.0000000,0.1500000
243,903,1,104.5000000,36.5000000,265,264,8,-9999,-9999,354.0000000,0.1500000
244,904,1,104.5000000,37.5000000,266,265,19,-9999,-9999,354.0000000,0.1500000
260,934,1,105.5000000,38.5000000,282,281,19,-9999,6,354.0000000,0.1500000
261,935,1,105.5000000,39.5000000,283,282,19,-9999,-9999,354.0000000,0.1500000
279,967,1,106.5000000,40.5000000,301,300,19,-9999,-9999,354.0000000,0.1500000
316,1026,1,108.5000000,41.5000000,338,337,19,-9999,-9999,354.0000000,0.1500000
523,1304,1,118.5000000,38.5000000,547,546,3,-9999,-9999,354.0000000,0.1500000
524,1305,1,118.5000000,39.5000000,548,547,20,3,2,354.0000000,0.1500000
544,1335,1,119.5000000,39.5000000,570,569,3,-9999,-9999,354.0000000,0.1500000
555,1359,1,120.5000000,26.5000000,586,585,3,-9999,-9999,354.0000000,0.1500000
562,1366,1,120.5000000,33.5000000,593,592,22,3,2,354.0000000,0.1500000
563,1367,1,120.5000000,34.5000000,594,593,3,-9999,-9999,354.0000000,0.1500000
564,1368,1,120.5000000,35.5000000,595,594,3,-9999,-9999,354.0000000,0.1500000
567,1371,1,120.5000000,38.5000000,598,597,3,-9999,-9999,354.0000000,0.1500000
577,1397,1,121.5000000,27.5000000,615,614,3,-9999,-9999,354.0000000,0.1500000
579,1399,1,121.5000000,29.5000000,617,616,22,-9999,-9999,354.0000000,0.1500000
580,1400,1,121.5000000,30.5000000,618,617,3,-9999,-9999,354.0000000,0.1500000
582,1402,1,121.5000000,32.5000000,620,619,3,-9999,-9999,354.0000000,0.1500000
583,1403,1,121.5000000,36.5000000,621,620,3,-9999,-9999,354.0000000,0.1500000
585,1405,1,121.5000000,38.5000000,623,622,3,-9999,-9999,354.0000000,0.1500000
593,1426,1,122.5000000,29.5000000,638,637,3,-9999,-9999,354.0000000,0.1500000
594,1427,1,122.5000000,30.5000000,639,638,22,-9999,-9999,354.0000000,0.1500000
595,1428,1,122.5000000,36.5000000,640,639,3,-9999,-9999,354.0000000,0.1500000
596,1429,1,122.5000000,37.5000000,641,640,24,-9999,-9999,354.0000000,0.1500000
597,1431,1,122.5000000,39.5000000,642,641,20,-9999,-9999,354.0000000,0.1500000
603,1447,1,123.5000000,39.5000000,655,654,3,-9999,-9999,354.0000000,0.1500000
610,1465,1,124.5000000,39.5000000,669,668,3,-9999,-9999,354.0000000,0.1500000
